title,app_id,manifest_version,script-scr:unsafe-eval,script-scr:unsafe-eval-base64-hash,script-scr:unsafe-inline,script-scr:unsafe-inline-base64-hash,script-src:non-localhost-http-url,style-scr:unsafe-eval,style-scr:unsafe-eval-base64-hash,style-scr:unsafe-inline,style-scr:unsafe-inline-base64-hash,style-src:non-localhost-http-url,good#default-src,good#base-uri,good#form-action,good#frame-ancestors,good#plugin-types,good#report-uri,good#sandbox
better-onetab,eookhngofldnbnidjlbkeecljkfpmfpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plants Vs Zombies Garden Warfare 2,eoonhabanpbaplgciinfboghjpegenmp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overwatch Genji Wallpapers HD New Tab Themes,eoplbfpepigojfpddhomndpnfbdjgjgb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cute Animal Tab - New Tab Theme,epaldmfngciajgjelgninajfodiamdgo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Snatch,epamlgdeklcjkldoaclgjdmjnchdgbho,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blur,epanfjkfahimkgomnigadpkobaefekcd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix Wallpaper HD Custom New Tab,epbkenhigmjpedfghjpefjfgcpblfckl,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Dead Redemption 2 New Tab Theme,epcabppcmkgpfkohojdgmjdfpgamplji,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uBlock - free ad blocker,epcnnfbjfcgphgdmggkamkmgojdagdnn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Once Upon A Time Tab & Once Upon A Time Games,epcohgcapjodhejfcmhdokjaiflmgboe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circle It Button,epdkjcmaobgefbokicbbjacjdlfldomf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omega Adblocker,epeihaofmimamjmejjmagknlboibcnle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samsung Internet,epejdmjgfibjaffbmojllapapjejipkh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmet Review,epejoicbhllgiimigokgjdoijnpaphdp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open With Internet Download Manager,epgilldoipfbdlneomlmegekaoonchcj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shingeki No Kyojin HD New Tab - AOT Themes,epnnkojejplplmfonnbckgjfemdnpgbm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Convertio,eppjkefeiehhflmgkhdooajgbkkegpcl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Super Broly Custom New Tab,epppogkknhpngeokkkkmbobohedmcklf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferrari Wallpaper HD Custom New Tab,facihnceaoboeoembnbmdlecmkpioacc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acorns Found Money,facncfnojagdpibmijfjdmhkklabakgd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulk Image Downloader,facoldpeadablbngjnohbmgaehknhcaj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FrankerFaceZ,fadndhdgpmmaapbmfcknlfgcflmmmieb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quire,fafnibnpfejgmleffgpnddkboddbipgm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detective Pikachu Wallpaper HD Custom New Tab,fagaafjhdmoagacggplmbpganjfjjpcf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel Thanos Tab Themes,faifjelgnfmjpgpfeclilakcehckmfaj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bendy And The Ink Machine HD New Tab,fajcmjpcnmifaofdaoobjmebdoegoggn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeBron James Wallpaper HD King James New Tab,famihpledflkddgleejpnhmajapgmemm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panic Button,faminaibgiklngmfpfbhmokfmnglamcm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauty and the Beast Wallpaper Themes,fapfnaloncaddbpapalgaifbgppegigc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fika - Reader Mode,fbcdnjeoghampomjjaahjgjghdjdbbcj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MyJDownloader Browser Extension,fbcohnmimjicjdomonkcbcpbpnhggkip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lion New Tab & Wallpapers Collection,fbeffcdmmigaejhmgpdheeclmmdlnaoc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel Comics Wallpaper HD Custom New Tab,fbgbelckfoapifmanklalicholihodkf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fox Wallpaper HD New Tab - Foxes Themes,fbidhanomgfkncngfecflmapjmmhgkck,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Translate Selected Text,fbimffnjoeobhjhochngikepgfejjmgj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classic Cars HD Wallpapers New Tab Themes,fbkphchnmofjnleonplgnfhomjagclkm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hangouts Notifications,fbpmaadfebbedknhmeeijeicldjlegee,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MeasureMate,fcbffocoaopnenhgbchlchgndohggdei,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breathe,fcbhjoiikniliejghcnihedcjobnjnob,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
timee,fcedikhdncpihpklagplnhhapeohoghl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1clickVPN - Free VPN for Chrome,fcfhplploccackoneaefokcmbjfbkenj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Direction Wallpaper HD Custom New Tab,fcipgcgiiachfdgalgoglhoecadfpomf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toaru Majutsu no Index HD Wallpapers New Tab,fdalpenobllbjnnjkhbiccoceboaajlg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TextOptimizer,fdbbkmpdjmpnebmdgbhcodhlafiicnkd,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZenMate Free VPN  Best VPN for Chrome,fdcgdnkidjaadafnichfpabhfomcebme,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zombies Wallpaper HD Custom New Tab,fdfffeipjpofnkmdkadjcjohdfoeblhk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selection Reader (Text to Speech),fdffijlhedcdiblbingmagmdnokokgbi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloodborne Wallpaper HD New Tab Themes,fdflpmgocjkdmdekjdjhnmfomkjedhnp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jump Send,fdflpocfdeacfjmpmhkmgnhgklbpebcm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider Man Into The Spider Verse New Tab,fdglpbkapkpafacnblmigaonkhokcmjm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dashlane - Password Manager,fdjamakpfbbddfjaooikfcpapjohcfmg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Tab,fdjemjfcplhejdekgjbdjjobbkipoddd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minecraft New Tab,fdonlhbkljelnjahdaanicfmgaekamhc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunt Showdown New Tab & Wallpapers Collection,fdpmlffafphnialbdcfgcmbjgjmhkgpc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Page Screen Capture,fdpohaocaechififmbbbbbknoalclacl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie Stars HD Wallpapers New Tab Themes,fecngfohkloejnfbegfcpigemhcomlgn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spiderman New Tab & Wallpapers Collection,fecokilkjhegpnjlpedobhfmjmpbffli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Envelop,fedfongpkeoiknldijklbhhmiomelogi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aladdin 2019 HD Wallpapers New Tab Themes,feehhokhppfacbdecmlfehnbmligobmi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texthelp PDF Reader,feepmdlmhplaojabeoecaobfmibooaid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Because HD Wallpaper Anime New Tab,fekgphoohaipfcfohipbpmlilcbihcoe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheets,felcaaldnbdncclmgdcncolpebgiejap,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trusted Shops extension for Google Chrome,felcpnemckonbbmnoakbjgjkgokkbaeo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEO Site Tools Site Analysis,femogmcmjpjkokoojcljkpfdifkpbbpp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ad-Blocker Pro,fenfpfipldcdebkpiboonlpnoklcnepg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Medical One Web Extension,feolagkacappiaieohahjkeaikhjjcfa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spiderman Full HD Custom New Tab,ffbamnfbafgdobjfcnemgmcinpolbfmf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Notepad,ffbhefmlcoihbjcmibbfkocmnaiacinp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stay secure with CyberGhost VPN Free Proxy,ffbkglfijbcbgblgflchnbphjdllaogb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gyazo,ffdaeeijbbijklfcpahbghahojgfgebo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dealhack,ffeejhiemifnhlbdjccehldkpphbllkc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMetric  Time Tracker & Productivity App,ffijoclmniipjbhecddgkfpdafpbdnen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Task Rocket,ffoefldcgmcldohibnklhhphdgdpjdnd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What To Watch,fgbodlmbchgeoifgoblfdagllijdhmae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExpressVPN VPN proxy to unblock everything,fgddmllnllkalaagkghckoinaemmogpe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleach HD Backgrounds,fgkbnccapbeneabcgefhlaplhkfainpi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel Comics New Tab & Wallpapers Collection,fgkpehgohelpfgpmclmdogljcbibhfkp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selekt - One click actions for text selection,fglfhelnlhemjigjdokjojihfeapoipl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracking Time | Button,fglmkdhomaklnckgbjfnfmbfmlkjippg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highlight This finds and marks words,fgmbnmjmbjenlhbefngfibmjkpbcljaj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Postman,fhbjgbiflinjbdggehcddcbncdddomop,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Slitherio New Tab & Wallpapers Collection,fhcjdiffpbbohohmnnagomfhgekplalb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Popup for Keep,fhcmhglnohogibbbpbodmjeggpdlboop,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polarr Photo Editor Extension,fhggacdeldojnpbgknpipalghlkbcimk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
League of Legends New Tab Theme,fhidnafclnnnejielfemfemkdbijggnk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houzz Save Button,fhjpekndimioildjhjfglcdgpahjoich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Quotes New Tab,fhlhabngogfdlcbdofnkgcefjaganpdj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clash Royale New Tab,fhmfcbfchgpmlpdoofbdedmggbblokad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archilovers Inspiration Tab,fholofncjefknlbmfkjondfolbgddjon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Downloader PLUS,fhplmmllnpjjlncfjpbbpjadoeijkogc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Fantasy 7 Remake Custom New Tab,fiepebkmgppogngcdfbkbnhlhckdakcb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoteloogle,fiffpcmdajgojnmfdfangagpimonnmdc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I dont care about cookies,fihnjjcciajhdojfnbdddfaoknhalnja,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go Editorial Calendar,fiikamngbmfmlondlgfbhchmmfjphafm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surge - Material New Tab,fimecghnlpkdjcjhpaemckklaimbafae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lions-Tigers-Cheetahs Custom New Tab,finkdicildlhkgppkbooldldighaaofp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gintama Hd Wallpaper Anime New Tab Themes,finmdedemobhbbbellgdnnfkobkbdapd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Butler Wallpaper HD Custom New Tab,fipjjakedjmpimlbggcfngajohodbolk,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braking bad New Tab & Wallpapers Collection,fjcffpnojmaglagchpdkhidpecneildk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
News Feed Eradicator for Facebook,fjcldmjmjhkklehbacihaiopjklihlgg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kopernio - powered by Web of Science,fjgncogppolhfdpijihbpfmeohpaadpc,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ReviewMetacom Review Analyzer,fjifglfkcaipnmhngbigdebkoikioend,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS V & RM Wallpaper HD Custom New Tab,fjilbehnbajlfhkefmmbalipkkfmaecg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter X Hunter Wallpaper HD HxH New Tab,fjkhlplhgfmcdikcbciodeecnijpjpnm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stylish - Custom themes for any website,fjnbnpbmkenffdnngjfgmeleoegfcffe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla Wallpaper Cars New Tab Themes,fjnefphjdkjgbhpfopckoeipnbnggbgn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NordVPN - 1 VPN Proxy Extension for Chrome,fjoaledfpmneenckfbpdfhkmimnjocfa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McLaren 720s Wallpaper HD Custom New Tab,fjpfaehgeeobleeckijnclnjdfclcfkh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Live Aqua Hero Adventure,fkamlfiognehhdenmjmlaifafbfmdcbh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snippet - Web highlighter  Kindle Import,fkaokedhimpifhfadmgjpfjimkogdlcm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048 Game,fkceepiaefcdabdbnecamhdgkjenghkk,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iCloud Bookmarks,fkepacicchenbjecpbpbclokcabebhah,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboxAce,fkfcmeoepjhclglafbppmeidjjolcgid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr Stone Wallpaper HD Custom New Tab,fkfdgadoljkoihkogifclgiieogmonoc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mermaid HD Wallpapers Mermaids New Tab Themes,fkhhofjollnajdjljhhojodofnhiioie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Arctic HD Wallpapers North Pole New Tab,fkibpfcnimmmilgnmdkpemchjkhikkjk,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funny Dog Wallpaper HD Custom New Tab,fkkpicooipkdbndepdgidblllppmjpdo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thyself,fkomicpabakagnjoglkljfefdlhkehod,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audio Downloader Prime,flainkeonkoanoijnkojmiiihnfdhipd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edit Website Extension,flaminmoaihaimhjbohfnbkklgonhjej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ScreenShot & Screen Capture Elite,flbcjbhgomclbhlchggbmnpekhfeacim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Save to Collect,flblmacldekcjcoockeoggionmhflecp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YouTube Flash Video Player,fldkdmkgnlbehfgeifjpjabmandnchpe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google Analytics Opt-out Add-on (by Google),fllaojicojecljbmefodhfapmkghcbnh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cottonTracks,flmfagndkngjknjjcoejaihmibcfcjdh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Old Reader Notifier,flnadglecinohkbmdpeooblldjpaimpo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Super New Tab Theme,flodcpkbbgfmkpklhlcekcgipbomgdbk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Wallpapers & Dragon Ball Games,floldlgkbdmggahdahaockpblcaldogp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fresh Air - A Simple Breathing Tool,fmadccddjjelkfeiamjbngfnikkeihna,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant Man and the Wasp HD Wallpapers New Tab,fmboadjbibokigfneldniaeaicopiepd,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giraffe New Tab & Wallpapers Collection,fmcbabjhcjfdmmlagmckbohhmbeccnef,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uTorrent easy client,fmfiejlelblhoaflnjajjjjkkgbeifpn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ProductivityBoss,fmgfhejnhlniacgkjnmakangponnkggd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frozen Lake HD Wallpapers Winter New Tab,fmgkfdegflchehfgjonebkkcbapggdpm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PurposeTab - Inspiration & Focus New Tab,fmhpabfiomkjppgbgjbfecjbphmiphmj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Translate Man Plus,fmiefmaepcnjahoajkfckenfngfehhma,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL Football & Super Bowl Champions HD NewTab,fmigjgalpmjfekjodpnlppofffdmkdmn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
React Developer Tools,fmkadmapgofadopljbjfkapdkoienihi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Elder Scrolls V Skyrim New Tab,fmkekodaiajpohfgfcmoomoolahmdaac,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For Honor New Tab & Wallpapers Collection,fmkpkdebmigakeaiipmdpcfkjmonafdp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Screen Shader | Smart Screen Tinting,fmlboobidmkelggdainpknloccojpppi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pixiv Downloader,fnbkeopcpjainobjebddfcnnknmfipid,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
NBA Golden State Warriors Wallpaper HD Themes,fndbndcfpbfdgbhmiianohgbajojchkf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Arrow HD Wallpaper DC New Tab Themes,fneaoaeplhnhlagpkpifnlcpdhhjieme,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rottweiler New Tab & Wallpapers Collection,fngddhgecobknbdbdkipijbjnbaklgda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EditThisCookie,fngmhnnpilhplaeedifhccceomclgfbg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quotes New Tab,fnhpicigolcacikdjdocmkfnplmefadg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roblox Themes & New Tab,fnjimbacflicbeiipbgnekoofpkchdkf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Animals Wallpaper HD Custom New Tab,fnlfclngliolkekeonhkfebilimfpaak,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winter Snow New Tab & Wallpapers Collection,fnmmnidhdkhmmdjlnfopdejcpccgajne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adams12 Resources Helper,fnpooclgilgmgiolcncljnecobpgbpoi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spiderman Wallpaper HD Custom New Tab,foabjkegjhhhaggbleafjblehlbhlamo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tixio,foananjkgkjcmnkiinmkdlhjkdjhbjbp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leaf Simple Notes,fobdcbnndmloacbikchffcpjinbkadei,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wandertab by Hitlist,fobdcmnamenjmkffajcbljjpgiolooeh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quan Zhi Gao Shou HD Wallpaper New Tab Themes,foblilbmoapnidiphpdkjpgkbejlpfld,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James - AnalyticSEO Auditor,focgpljpblbfemgkcmgokbhafnddfdfn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS Suga & J Hope Wallpapers Sope New Tab,fodbcojlibfcegbhhmbiepclcnapbfmc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micro Breaks,fofomifmemjbnomlpjdnengjfddljcbe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switch Workstation,foilkalbafoifklkphdkijdcnkgcjefn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apex  Legends New Tab & Wallpapers Collection,fojlliphhmgcjedgejkplfklbfchnhhk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iconosquare Extension,fonkbkhjpmeoopffpkbfkhlhjbjioohj,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slitherio Mod Play with friends Without LAGS,foocpcikeakahdlplgpgfoilanoajijf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenWhyd  track,foohaghobcolamikniehcnnijdjehfjk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilling Adventures Of Sabrina HD New Tab,fpcijdmdakinkifippbbclacecagmlej,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advertising Terminator,fpdnjdlbdmifoocedhkighhlbchbiikl,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicario Day Of The Soldado New Tab,fpgfcdappaliepionbkmlkhecajcncin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Mario & Sonic New Tab,fpiiaahkbofnggnppnklpgijmnjfdkei,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleak,fpjagaljndnekelimchojdakbnfalejm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flash NewTab Wallpapers HD,fpjdgcmhhnlfinafgecbmfgnedplalol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Word Counter Plus,fpjegfbcdijjfkceenlfoehpcakfgldj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolverine Wallpapers & Wolverine Games,fpnbccemjfhmldjjbdibdgccpliolhlc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night Shift,fpnlpehjhijpamloppfjljenemeokfio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayback Machine,fpnmgdkabkmnadcjpehmlllkndpkmiak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Wallpaper HD Dark Custom New Tab,fpocgeopcaccdiglophhhfkdhegmlbem,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voila Web Screenshot,fppjbihjmidhgfmacekmdmkgppfcipbl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nano Adblocker,gabbbocakeomblphkmmnoamkioajlkfo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gren Hd Wallpapers New Tab,gaeebgkcfamgocmdeknincjkfofgnmma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NewsBot - Give me 5,gahbhdbjjomehdmbjielhoflcmnecief,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
World of Warcraft Full HD Custom New Tab,gahjbiglblcigapgbepgjjeocfinkeoc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google Analytics URL Builder,gaidpiakchgkapdgbnoglpnbccdepnpk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Cats - Adorable Cat & Kitten Wallpapers,gamgcdlfhmmigjmbffodgkpglbnejkjm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
